kernel_name,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,value_16,value_17,value_18,value_19,value_20,value_21,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,embedding_32,embedding_33,embedding_34,embedding_35,embedding_36,embedding_37,embedding_38,embedding_39,embedding_40,embedding_41,embedding_42,embedding_43,embedding_44,embedding_45,embedding_46,embedding_47,embedding_48,embedding_49,embedding_50,embedding_51,embedding_52,embedding_53,embedding_54,embedding_55,embedding_56,embedding_57,embedding_58,embedding_59,embedding_60,embedding_61,embedding_62,embedding_63,embedding_64,embedding_65,embedding_66,embedding_67,embedding_68,embedding_69,embedding_70,embedding_71,embedding_72,embedding_73,embedding_74,embedding_75,embedding_76,embedding_77,embedding_78,embedding_79,embedding_80,embedding_81,embedding_82,embedding_83,embedding_84,embedding_85,embedding_86,embedding_87,embedding_88,embedding_89,embedding_90,embedding_91,embedding_92,embedding_93,embedding_94,embedding_95,embedding_96,embedding_97,embedding_98,embedding_99,embedding_100,embedding_101,embedding_102,embedding_103,embedding_104,embedding_105,embedding_106,embedding_107,embedding_108,embedding_109,embedding_110,embedding_111,embedding_112,embedding_113,embedding_114,embedding_115,embedding_116,embedding_117,embedding_118,embedding_119,embedding_120,embedding_121,embedding_122,embedding_123,embedding_124,embedding_125,embedding_126,embedding_127,embedding_128,perf,util-LUT,util-FF,util-DSP,util-BRAM
gemm-blocked,16.0,1.0,50.0,100.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6777538,-0.16597667,-0.7687672,-0.22995459,-0.488548,0.2264543,-0.79436034,-0.1258423,-0.56939566,-0.364311,0.4008604,-0.3962375,-0.76492554,-0.54592806,-0.8569415,-0.6753232,0.25310254,-0.58756,-0.56113917,1.4666893,-0.28295985,-0.78404087,-0.6272338,-0.5568668,-0.579239,-0.2829249,0.09188292,-0.11168939,-0.35473317,0.25935018,-0.4468892,-0.8777307,-0.20775943,-0.25528055,-0.41072503,0.3074871,0.106946275,-0.6780005,-0.41157967,-0.550251,-0.3005832,-0.8929167,-0.6167708,0.32545552,-0.8541025,-0.6172392,-0.085252695,-0.28117433,-0.058228742,-0.521432,-0.2948369,0.7023202,0.26064044,-0.50383925,-0.70992047,0.15036209,1.3499428,-0.78091645,-0.06911475,-0.82935405,-0.13228282,-0.10414525,-0.7579809,-0.530208,-0.025092136,2.5316856,-0.17950018,-0.16126534,1.1820356,1.0188118,0.83538693,0.73874795,-0.13271874,-0.16499934,-0.10601052,-0.17239311,-0.1729529,-0.15736802,-0.18064503,1.8655438,1.3030821,-0.13408107,-0.17204894,1.3376853,-0.13682035,0.93140334,-0.17721345,1.1639881,1.3995765,-0.16972029,0.20383914,0.9805414,2.0159094,-0.09384576,3.0950341,4.806754,0.7430718,-0.12851821,-0.1506916,-0.12358306,1.3515692,0.52786505,-0.1492878,-0.17138495,0.27051258,-0.18807732,3.6292925,-0.10824835,2.2800758,-0.16716541,-0.16249539,2.8259985,0.26343268,0.6668486,3.471753,2.3425472,-0.119620614,-0.17262688,2.303298,-0.153922,4.724969,-0.16877991,1.0933728,1.813754,2.782487,3.2622252,-0.17618775,2.367503,,11.63,0.76,0.44,1.64,0.02
gemm-blocked,8.0,50.0,1.0,1.0,100.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22176865,0.033819407,-0.7824772,-0.29646754,-0.5049648,3.74021,2.547484,-0.26873583,-0.60559773,-0.223839,2.377206,-0.47151017,-0.7731795,-0.45313248,-0.867062,-0.6623552,0.2073883,3.332963,-0.5967932,1.449083,-0.15836914,3.3403447,-0.6784987,1.8354061,-0.58367413,-0.3521259,-0.027710043,-0.18855835,1.2220839,0.22254165,-0.3683229,2.4863014,-0.25113136,2.5118215,-0.33251357,0.15422167,0.23995477,2.4722195,-0.45453906,-0.40227273,-0.2676313,-0.744178,0.117120944,-0.10400493,-0.62137425,-0.6529373,-0.18675657,-0.24289788,0.2922931,-0.45167187,-0.1072642,5.013558,0.3157073,-0.5591444,1.3591229,0.17949393,0.9387075,-0.66000086,0.08764101,-0.8009809,-0.18261224,0.25533846,-0.71755105,-0.5837194,0.39174297,-0.05330026,-0.1939536,-0.1737665,2.7941191,2.142295,2.3550622,-0.16826832,-0.18415774,-0.004286467,2.6463718,-0.19090307,2.5867496,-0.12705989,-0.1956732,1.1760844,2.0399368,2.3118145,-0.18887253,0.63769484,-0.05480371,2.644562,0.8129148,2.1028793,1.6222327,-0.1812413,1.1204802,-0.15356486,0.85555434,0.4965634,1.0985309,3.950904,2.0123348,1.595594,1.6089178,-0.14410542,0.9489129,1.8003559,1.6592455,-0.14923218,-0.16643363,-0.17622533,3.664439,-0.17254472,0.6550519,0.13552937,-0.18007365,0.6857831,0.5385204,0.85508657,1.0222734,4.2182026,-0.10189936,-0.10628575,3.990893,-0.13589007,0.68807715,0.9987863,1.7860228,1.3046713,2.140964,1.7305871,-0.1816511,-0.19135396,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,64.0,50.0,1.0,100.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3974345,0.24709387,0.1476451,-0.24213763,-0.44230017,0.20625232,-0.7969265,0.022711389,-0.5754663,-0.3762137,0.28707656,-0.40642124,-0.7682071,-0.5423371,-0.8597602,-0.36777148,0.23230876,-0.593589,-0.56833935,1.4646448,-0.22605129,-0.78759766,-0.6203737,-0.6281957,-0.58782256,-0.29657274,0.07773218,0.14327645,0.3750448,0.0648385,-0.45924383,0.011532807,-0.22128291,-0.26355007,-0.35781512,0.29052162,-0.09306022,-0.6838847,-0.41915306,-0.5168693,-0.31283826,-0.901176,-0.62601,0.09597786,-0.85651934,-0.62315017,-0.098614216,-0.29846892,0.14068852,0.096361004,0.00085851696,0.6762817,0.24316959,-0.626502,-0.7187955,0.62782466,1.4396634,-0.7821798,-0.086397484,-0.81165373,0.11571447,-0.06810555,-0.76305705,-0.47108465,0.6017783,1.020312,2.29555,-0.15543537,2.1137285,0.58529264,-0.16488138,0.7199956,-0.16019359,-0.15378326,-0.09615291,-0.16222888,-0.16274844,-0.14316341,-0.17003573,0.680683,1.559463,-0.15151167,-0.16085789,-0.053198855,-0.1055086,1.5417898,-0.15090458,1.0611191,-0.15407959,-0.15854578,0.9311866,0.5964122,1.8446925,-0.0984338,-0.14830503,2.3721027,0.38861775,-0.11513992,0.028365972,-0.109467454,0.8395303,0.36542216,0.008389838,0.076872215,-0.1584795,-0.17107745,0.8472023,-0.13041203,3.1074164,-0.15609613,0.5748517,-0.15182929,0.44666708,2.0144112,0.69682467,4.354043,-0.1055186,-0.15161626,-0.16025583,1.185313,1.5128639,-0.15711714,1.963644,-0.16937228,1.5122266,1.7405478,-0.16565081,0.036804322,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,2.0,50.0,50.0,1.0,50.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.65809333,0.050814815,-0.8018564,-0.34669968,0.47609082,3.2232702,1.3997424,-0.05937173,-0.62606204,-0.2786828,1.3789053,-0.4936143,-0.7815555,-0.11415686,-0.8802571,-0.72044396,0.96495515,0.96755,-0.62800467,1.869937,0.11920021,1.3988515,-0.4464342,0.8410903,-0.5781559,-0.24588111,0.13232365,-0.18749556,-0.45287496,1.8118289,-0.50980216,0.5052566,-0.20108715,1.0158279,-0.5029328,0.2419437,2.0327604,-0.2522681,-0.28464705,-0.6636137,-0.09492674,-0.3634934,0.49292576,0.37978542,-0.19885845,-0.31794932,-0.22670564,-0.30012715,0.32180783,-0.4280349,-0.32036918,2.1718912,0.16527706,-0.3445769,0.16884989,0.0008097403,1.2491233,-0.7968623,0.031076225,-0.74863493,0.05449854,-0.21758035,-0.7945296,-0.32082012,0.5309259,-0.15246111,-0.17836618,-0.16778919,1.9565985,1.9662998,0.9985446,0.65910435,0.008214417,-0.14660029,1.9422526,-0.17253348,-0.15913175,-0.1541705,-0.17995456,-0.053079747,1.2720596,1.7320025,-0.17169303,0.887421,-0.13588245,1.4067278,1.1505044,1.048489,0.9491663,-0.15271688,0.056133393,-0.14278802,-0.1495763,1.1180524,0.2640147,1.907829,0.8896481,1.4048848,-0.15305378,-0.124794506,-0.054412752,0.18693925,0.12561531,-0.17343645,0.66270036,-0.14211433,1.3503983,-0.09850623,0.2987881,-0.07176148,-0.16389698,-0.1513049,1.7971326,1.1814821,-0.14761971,1.1379399,-0.12426995,0.117975116,2.411388,-0.04882128,0.31015486,0.086864024,1.1003032,0.7898779,0.6515663,-0.1499766,-0.17549187,-0.05715874,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,2.0,1.0,1.0,50.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01917976,-0.17840545,-0.7758189,-0.23999733,0.07808239,0.21442044,-0.8024598,-0.011650082,-0.57607996,-0.38002875,0.9393918,-0.4150804,-0.69667816,-0.5408089,-0.8590076,-0.6801164,0.27973184,-0.45872378,-0.5511241,2.006053,-0.3728609,-0.7876057,0.012322194,-0.3710183,-0.1619853,-0.29752928,0.08694104,-0.12911937,-0.27972433,0.12008526,-0.3571656,-0.3004246,0.104867436,-0.16440612,-0.3876273,0.2653369,-0.098330714,-0.53158885,-0.36789754,-0.61277884,-0.115242384,-0.892818,-0.5095172,-0.0095151905,-0.83773756,-0.621271,-0.10665481,-0.29455808,0.7515048,0.010052573,-0.31182888,0.6832106,0.23780736,-0.62435853,0.652554,0.23235607,1.108733,-0.7850378,0.3675423,-0.24787706,-0.11430092,-0.059085637,-0.76313186,-0.5356892,0.82492197,-0.12100195,-0.14906009,-0.12875406,2.5669713,-0.07829866,-0.15052114,0.2864447,-0.13956562,-0.13432005,0.9025121,-0.1417051,2.8711946,-0.12549129,-0.14851789,-0.14313832,1.6115919,0.076407865,-0.13935058,0.80410975,-0.10863598,-0.14477924,0.9843408,1.1191034,0.49530178,-0.13461496,1.0683401,-0.1118417,0.007291453,0.06489587,0.028930172,0.7493299,1.2313989,0.07402253,1.2320336,-0.091734305,0.66077816,0.074530184,1.690705,-0.14081314,0.1504894,-0.15532333,2.5162547,-0.12089181,0.47590688,-0.13102393,-0.13011345,-0.12452573,1.0797952,1.6726912,-0.12045883,1.5127287,-0.0769295,0.02886089,1.8638856,0.018810954,-0.07286561,-0.13723911,2.384708,0.69306105,1.5854753,1.8504493,-0.14379029,-0.14219742,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,4.0,50.0,50.0,1.0,100.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26701936,0.6988552,-0.678086,0.07779765,-0.38915384,4.3683214,3.6026723,0.15175387,-0.6362888,0.2433478,1.3927296,-0.5110397,-0.81003445,0.09728264,-0.8814861,-0.6846848,0.52751964,2.360557,-0.64135593,1.8933084,0.3960959,1.4753586,0.18088257,2.5756905,-0.5603082,-0.20386072,-0.10040823,-0.21119316,0.24766526,1.5934515,0.6819094,2.3674762,-0.19541506,2.296556,-0.1356365,0.06854909,2.709484,0.29327512,-0.34886205,-0.48131296,-0.39386934,-0.19745164,0.6181803,0.3286608,-0.57087773,-0.33049423,-0.25498015,-0.32386404,0.09254027,-0.308714,0.7875093,3.5972219,0.8233994,1.111222,0.2950167,0.22477518,1.0655825,-0.51398325,0.05825053,-0.779449,0.36902538,0.39069277,-0.7231092,-0.3140624,0.9892284,-0.12801324,-0.1811611,-0.19105145,1.1098613,3.6170616,3.1622744,0.9384851,-0.023424776,-0.09198265,2.2051964,-0.19793001,-0.19296612,-0.14676297,-0.20507659,0.5109824,1.1191772,3.6415513,-0.19713885,1.112772,-0.15146124,1.9613895,0.76810336,2.5879958,1.1261667,-0.17849067,0.020337366,-0.1633419,0.5711344,1.4667479,1.9622722,4.4465985,1.3328297,2.6347356,0.30908957,-0.15332493,0.048349872,0.8682118,0.06258858,-0.16628666,0.4189612,-0.12053261,1.8951538,-0.12739427,0.11242687,0.3430774,-0.18990502,-0.1577893,1.1956043,0.6341422,0.75818884,3.2050083,-0.08732635,0.60044634,3.1528883,-0.028906351,0.06210172,0.47905362,0.7646295,0.8719739,0.60912466,0.48094243,-0.18960032,-0.08373028,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,4.0,50.0,1.0,50.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.59663707,-0.076637864,-0.7219435,-0.22652504,-0.31142938,0.30477834,-0.7985723,0.046562348,-0.56742895,-0.16517402,0.58281934,-0.40408412,-0.7691329,-0.54773647,-0.85636103,-0.5156574,0.27838686,-0.5339086,-0.55401385,1.7614924,-0.3455981,-0.7507623,-0.56299716,-0.6265384,-0.33828875,-0.28438216,0.079747714,-0.114922516,-0.35599214,0.67380756,-0.18194821,-0.5220278,0.14612485,-0.14802454,-0.34537473,0.28691983,0.26578885,-0.67954063,-0.4067547,-0.4529533,-0.2956153,-0.7499218,-0.57554835,-0.0063467883,-0.8317672,-0.49337262,-0.08690589,-0.2511487,0.18677612,-0.4594311,-0.11804708,0.6778037,0.34312835,-0.6226897,-0.10127263,0.32252812,1.1228274,-0.553744,0.15725976,-0.6167803,-0.14698884,-0.093290575,-0.7297347,-0.5367814,0.25591362,-0.08640902,-0.12159844,-0.11226485,2.6612334,-0.040779162,-0.13346256,0.7402251,-0.12232939,0.113984376,1.3145492,-0.122252904,1.5008552,-0.108729914,-0.13267021,0.6393195,1.6281959,0.16268256,-0.12223565,1.2198302,0.051034622,-0.12072669,0.8096518,0.77714634,1.0632596,-0.118069276,0.6169977,-0.096380204,-0.10198397,1.4041582,1.1863825,1.5711247,1.6617446,-0.049801648,0.69508094,-0.072360955,0.3798973,-0.13285527,0.99837136,-0.09189018,-0.112249345,-0.110194325,1.3841304,-0.104964875,0.7872871,0.4710075,-0.1104521,0.031920087,0.90821666,0.4359913,0.031605862,2.3786116,-0.042777814,-0.10519511,2.8007462,0.18811046,0.022858914,0.25309986,1.7780782,0.8960091,0.55401236,0.59333247,-0.123107135,-0.12691791,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.55199134,-0.1557758,-0.76727194,-0.21550864,-0.2901278,0.2255985,-0.7953105,-0.27692425,-0.56181705,-0.3654782,0.41519162,-0.40140665,-0.76610756,-0.5446738,-0.85524946,-0.67218727,0.27720982,-0.5866779,-0.5590431,1.5075939,-0.35737136,-0.7993907,-0.5789478,-0.61852664,-0.50047755,-0.27459082,0.10528308,-0.10411588,-0.3482131,0.012919825,-0.44908395,-0.89475566,-0.1708446,-0.14184576,-0.4052774,0.3131728,-0.053963374,-0.6322293,-0.39601487,-0.6010138,-0.28532287,-0.89733183,-0.592786,0.007383586,-0.85088307,-0.61762935,-0.07613961,-0.270471,0.11250087,-0.42184573,-0.2928862,0.658324,0.27611974,-0.6523393,-0.5700134,0.19026893,1.1442709,-0.7781877,0.016029326,-0.7946092,0.014539165,-0.081694305,-0.75620943,-0.52918684,0.9160332,-0.070298344,-0.099411994,-0.07909364,1.6127913,-0.014197136,-0.09832397,-0.08417385,-0.0890655,-0.084395416,0.93417066,-0.09050909,-0.0849987,-0.07702416,-0.100877486,-0.09501431,-0.0076343697,-0.07567274,-0.09165531,0.029383173,-0.04716206,-0.081853405,1.349533,-0.038627673,0.6098596,-0.08533576,-0.020891242,-0.063408606,-0.073530756,-0.0110075055,-0.08112322,-0.10719959,0.22529633,1.0725574,-0.06964608,-0.03449991,0.5439202,0.29885805,-0.053242177,-0.09148146,-0.0825956,-0.10910092,0.14177059,-0.07254266,-0.101822644,-0.08695221,-0.077721305,-0.07373238,1.22602,0.7471585,-0.07124487,0.017102366,-0.024547204,0.66979635,1.0911095,-0.050939146,-0.013939473,-0.08791878,0.60194904,0.19663571,1.1447176,-0.057564892,-0.09586317,-0.0937673,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,4.0,50.0,1.0,50.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5965676,-0.07353898,-0.7222444,-0.22544476,-0.3235282,0.2859405,-0.7945211,0.05083216,-0.56832355,-0.16184269,0.57431877,-0.40930253,-0.77057385,-0.5406312,-0.8573203,-0.51421666,0.28177756,-0.53497416,-0.5541324,1.7863013,-0.31236336,-0.7683775,-0.5361371,-0.62842244,-0.34067568,-0.2837172,0.10487391,-0.1141245,-0.35677004,0.662937,-0.18302189,-0.5199176,0.1468242,-0.16924946,-0.3476313,0.28813636,0.28834417,-0.67763007,-0.40574363,-0.45404693,-0.29349253,-0.74981177,-0.57655036,-0.0054119453,-0.83147144,-0.4982103,-0.08939629,-0.24921797,0.18155737,-0.44954413,-0.11872366,0.6324545,0.3406292,-0.5981787,-0.09794111,0.32647693,1.1398538,-0.552805,0.15227923,-0.60598284,-0.1472709,-0.09195487,-0.72967005,-0.53496164,0.2032092,-0.12561804,-0.15917526,-0.15087403,2.8365426,1.5128933,0.1428398,0.6691058,-0.16022302,0.06750072,1.4304123,-0.15563877,0.64970136,-0.14719956,-0.17027421,0.57208717,-0.08118489,0.11333,-0.16027585,1.1301893,-0.11856151,2.1069684,0.7407003,1.2902153,0.9785243,-0.15644583,0.10078794,-0.13594277,-0.14092718,1.84511,1.0973048,1.4676725,1.2310944,0.6998303,0.15745918,-0.11296623,0.77865046,0.367759,-0.12996152,-0.13202429,-0.15027702,-0.14819144,0.5413274,-0.14446074,1.8766313,0.41234905,-0.15002991,-0.011828197,0.83316165,-0.13329883,-0.01370918,4.931679,-0.08683472,-0.13888621,2.6491568,0.13768381,0.11256343,0.20076843,1.475134,0.82074404,0.39847478,1.1887778,-0.1607929,-0.16405939,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,1.0,50.0,1.0,100.0,1.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7869723,-0.18537116,-0.7744475,-0.24084245,-0.49174386,0.20401795,-0.7994863,-0.18169783,-0.5755117,-0.38799566,0.33665615,-0.41580862,-0.77244014,-0.5572367,-0.8589402,-0.68294466,0.23530942,0.4902382,-0.57025176,1.7195165,-0.3831036,-0.7898954,-0.42561623,0.40517756,-0.5933044,-0.29834682,0.059531484,-0.12529805,0.81440073,-0.004397682,-0.46630102,-0.17489661,-0.22897439,0.17448922,-0.42190307,0.2671488,-0.16266671,-0.45553806,-0.41608286,-0.6121899,-0.3117602,-0.9001368,-0.4051748,-0.024525642,-0.85591495,-0.6243731,-0.106152356,-0.29604355,0.63575464,0.14645284,-0.3129163,0.6431071,0.24308397,-0.5028089,0.39447182,0.15229094,1.0649139,-0.78547996,-0.022719158,-0.4269985,0.29771844,-0.110871375,-0.76317674,-0.52508986,2.3811393,-0.08384956,-0.11255081,-0.091667086,-0.03746709,-0.033112098,-0.11025178,0.10691526,-0.0956053,-0.0988861,0.08341715,-0.105661586,-0.07551068,-0.088284515,-0.1129548,-0.10764198,-0.011709415,1.751534,-0.10297929,0.52615047,-0.06390239,-0.10880922,0.4598931,1.6557672,-0.0976858,-0.09803087,-0.022022346,-0.06525181,1.9170825,-0.0378346,-0.094571605,1.1060871,-0.052015625,0.7100096,-0.07523623,-0.050300468,-0.09857189,0.27589464,-0.044007912,-0.103387736,-0.08728612,-0.12145683,0.3230717,-0.084762394,-0.12010543,-0.09889552,-0.092537776,-0.08786841,1.1155857,1.0757712,-0.08256564,-0.030564923,-0.034241945,0.31444028,1.7846282,-0.05721968,-0.034502212,-0.10064782,0.07353778,0.5766953,0.71338546,-0.06482081,-0.107519045,-0.07118298,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,1.0,1.0,50.0,50.0,100.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.897094,-0.25969252,-0.8051687,-0.33969888,-0.07318546,3.567416,2.4153798,-0.017132092,-0.62870264,-0.2542378,2.6904702,-0.49463257,-0.80371535,-0.53634864,-0.88073593,-0.7178098,0.067933895,3.3935184,-0.6299751,1.6376071,-0.023946503,2.9003682,0.5774097,2.1104524,-0.5649806,-0.36835,-0.07841804,-0.23434141,1.1299943,0.18480839,-0.4280014,2.580203,-0.33343226,2.6617167,-0.4879646,0.106411636,0.4546557,2.807571,-0.5027293,-0.62415975,-0.22710486,-0.9127503,0.17916344,0.34459767,-0.6433531,-0.6810327,-0.22813918,-0.3073156,0.79380685,0.20283067,-0.40447247,4.786416,0.062338494,0.12318079,1.9375285,-0.025933107,1.0386832,-0.81472534,0.024824765,-0.58166987,0.21276988,0.18283372,-0.79657334,-0.52192414,1.6054672,-0.17515899,-0.21845967,-0.20337088,1.8410503,3.072591,1.9019697,-0.12764658,-0.20547453,-0.17258893,1.6774955,-0.2127404,-0.21389487,-0.15843616,-0.22000085,-0.2122072,1.5945028,2.6375456,-0.21193407,0.84640694,-0.08009356,3.9453251,1.2637223,3.4205227,-0.06956156,-0.2060048,-0.0012527809,-0.17643899,0.8337203,-0.13660182,-0.1292885,3.3294697,-0.17863096,2.1869752,-0.18415184,-0.1669409,0.77995515,3.8770788,-0.1986388,-0.21167724,0.45615608,-0.20037891,1.5610268,-0.17406227,3.028922,-0.20777296,0.22210331,-0.156945,1.6901032,1.5868254,-0.039437022,6.1889033,-0.16539514,0.4052347,2.254102,-0.19398619,1.0441054,-0.2085419,1.6724745,0.22459611,1.4256138,1.6294934,-0.2155789,-0.054540362,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,4.0,50.0,50.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.69284904,0.13585383,-0.49081907,-0.26555777,-0.34643668,0.6759652,-0.8056095,0.20673615,-0.5772061,-0.17117843,0.7248112,-0.37788287,-0.77194226,-0.45777938,-0.86425894,-0.6787029,1.0600165,-0.5532542,-0.48082653,1.9003325,-0.0015449006,-0.35611606,-0.70061743,-0.21012379,-0.39811054,-0.15252784,0.06203363,-0.045082487,-0.3873591,1.2031196,-0.46753103,-0.54954296,-0.21696465,0.30577067,-0.32849774,0.24704823,1.355422,-0.3918752,-0.24019095,-0.6194838,-0.29299313,-0.0048365425,-0.59274286,0.5508331,-0.8546027,-0.26083505,-0.11730464,-0.21393758,0.253372,-0.36821237,0.19454251,0.6243612,0.9352736,-0.45109203,-0.70856196,0.22723141,1.0633959,-0.24787037,0.0845646,-0.8301326,-0.16915658,-0.12085649,-0.36303934,-0.30321714,-0.109403424,0.13939779,-0.11293033,-0.10082858,0.9997799,0.3470779,-0.114771545,1.554205,0.19186947,-0.008092536,1.0311347,-0.10550272,0.31759414,-0.09028999,-0.114136584,0.78354824,1.2133213,0.7413163,-0.1052573,1.1511544,-0.07208383,0.6963782,0.65839124,0.33828178,1.1157757,-0.08462325,1.051771,-0.07358436,-0.08119607,1.3086551,0.9700539,2.0737176,1.3695282,0.1412067,1.272795,-0.055709977,0.0063290065,-0.10844221,0.1848177,-0.106101476,0.72814685,0.0083285,1.5369,0.30288523,0.46936914,-0.06342693,0.9827986,-0.083530046,1.0184954,0.82533056,0.32672018,0.05424071,-0.051650807,0.04006748,1.8717266,-0.08674842,0.26071894,0.26078922,0.7821424,0.9592437,0.030175546,-0.08203621,-0.10964448,0.016933007,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,16.0,50.0,1.0,50.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.655983,0.0024299263,-0.76779646,-0.2267437,-0.43239227,0.2295019,-0.7921388,-0.28787136,-0.56759727,-0.28331405,0.32034025,-0.39396462,-0.7641279,-0.5353357,-0.81152153,-0.6668495,0.2885568,-0.58587956,-0.49419227,1.5196332,-0.18890294,-0.5275259,-0.6080897,-0.6204467,-0.5690476,-0.28185552,0.097303875,-0.10986285,-0.35566887,0.23567593,-0.44649073,-0.88031316,-0.20499182,-0.24797015,-0.30788746,0.3129571,0.048489187,-0.6767084,-0.40898025,-0.41775748,-0.2004122,-0.73094916,-0.6089322,0.11928667,-0.85369056,-0.61552054,-0.08142382,-0.27811474,-0.028952207,-0.46419552,-0.1551094,0.7090423,0.36240804,-0.5985268,-0.6971523,0.18914038,1.3235608,-0.7614756,0.10244096,-0.79512376,-0.12208167,-0.046820913,-0.7114284,-0.5283405,-0.16675949,0.6038241,-0.16978312,-0.15784045,2.132169,0.5841871,0.42236245,0.36998641,-0.1619457,0.28480697,0.80630153,-0.16332577,-0.16384341,-0.14570016,-0.17073609,1.8034348,1.8435367,-0.15296637,-0.16199647,0.7374122,-0.109030314,2.2669601,0.744258,1.0622662,1.9122041,-0.15995888,0.9308331,-0.13608843,-0.14997563,-0.10118684,0.5083765,3.0705438,0.6874582,-0.11857892,-0.07443294,-0.113433674,1.2154146,0.3657156,0.0067021223,-0.16218625,-0.15986745,-0.17110059,2.784225,-0.13158494,3.1129904,-0.12394465,0.5741157,0.7921301,-0.12986863,0.48059073,3.223232,4.358728,-0.10903122,-0.15243019,2.7842214,-0.14385775,3.32944,0.46892467,1.9882195,2.3737142,2.748612,1.8809274,-0.1663344,1.450296,,11.63,0.00,0.00,0.00,0.00
